Source,Target,Type,id,label,timeset,weight
13744801637657881148,kLFtV2v_JKIJ,Undirected,69,,,1.0
13744801637657881148,t5j2a6iKLYQJ,Undirected,70,,,1.0
13744801637657881148,7DnT2w8q94IJ,Undirected,71,,,1.0
13744801637657881148,GmJns5sX_MMJ,Undirected,72,,,1.0
18320181421412834035,8263923072868055883,Undirected,73,,,1.0
5823634696802233399,16500729913086149825,Undirected,74,,,1.0
1746824523414902332,2007077440857161272,Undirected,75,,,1.0
1746824523414902332,17951595191607117388,Undirected,76,,,1.0
1746824523414902332,GsRtL5uU4x0J,Undirected,77,,,1.0
1746824523414902332,NRXDdAalkd8J,Undirected,78,,,1.0
1746824523414902332,pEXSpGHUZu8J,Undirected,79,,,1.0
1746824523414902332,tarT_2qx4yUJ,Undirected,80,,,1.0
11164538644217510132,16500729913086149825,Undirected,81,,,1.0
1700355072026632869,16500729913086149825,Undirected,82,,,1.0
4851123437662657262,5660840818071821549,Undirected,83,,,1.0
12720390851435857710,5391997511119663144,Undirected,84,,,1.0
12720390851435857710,14737323266640254239,Undirected,85,,,1.0
12720390851435857710,6549698298818466281,Undirected,86,,,1.0
7669123959119758658,18134518982197965589,Undirected,87,,,1.0
7669123959119758658,13570284570813095430,Undirected,88,,,1.0
6565195518442839565,16500729913086149825,Undirected,89,,,1.0
5875091496189598280,16500729913086149825,Undirected,90,,,1.0
14106405035056890797,16500729913086149825,Undirected,91,,,1.0
14567525697273436984,14879621471146866348,Undirected,92,,,1.0
14567525697273436984,14902691269717927569,Undirected,93,,,1.0
14567525697273436984,1806887901949491224,Undirected,94,,,1.0
14567525697273436984,9703346555351035612,Undirected,95,,,1.0
14567525697273436984,3302984879114742158,Undirected,96,,,1.0
14567525697273436984,10644234644484533860,Undirected,97,,,1.0
14567525697273436984,18349847953590877895,Undirected,98,,,1.0
14567525697273436984,5944846771275266922,Undirected,99,,,1.0
14567525697273436984,3214363044756096334,Undirected,100,,,1.0
14567525697273436984,4773824779322348911,Undirected,101,,,1.0
14567525697273436984,2512945220375168712,Undirected,102,,,1.0
14567525697273436984,11999764620749301139,Undirected,103,,,1.0
14567525697273436984,16450663415059094139,Undirected,104,,,1.0
14567525697273436984,3011436791451772986,Undirected,105,,,1.0
14567525697273436984,6634487601184556235,Undirected,106,,,1.0
14567525697273436984,9886951242217552528,Undirected,107,,,1.0
14567525697273436984,3985838235811532648,Undirected,108,,,1.0
14567525697273436984,14131257228225587991,Undirected,109,,,1.0
14567525697273436984,16864919614869453555,Undirected,110,,,1.0
14567525697273436984,12770360719932668987,Undirected,111,,,1.0
14567525697273436984,11418927758183890669,Undirected,112,,,1.0
14567525697273436984,4744308593381762283,Undirected,113,,,1.0
14879621471146866348,12642910115122488827,Undirected,114,,,1.0
14879621471146866348,3998385582377859132,Undirected,115,,,1.0
14879621471146866348,13140325566297463896,Undirected,116,,,1.0
14879621471146866348,13686605722049018608,Undirected,117,,,1.0
14879621471146866348,15431175234459110307,Undirected,118,,,1.0
14879621471146866348,11801433978174341464,Undirected,119,,,1.0
14879621471146866348,1556460439808454479,Undirected,120,,,1.0
14879621471146866348,14020355006566430900,Undirected,121,,,1.0
14879621471146866348,8036953117278071084,Undirected,122,,,1.0
14879621471146866348,5338628807006292758,Undirected,123,,,1.0
14879621471146866348,11418927758183890669,Undirected,124,,,1.0
14879621471146866348,16647881414027553701,Undirected,125,,,1.0
14879621471146866348,16320527189882834482,Undirected,126,,,1.0
9703346555351035612,14666401476808431612,Undirected,127,,,1.0
9703346555351035612,1040573432575353771,Undirected,128,,,1.0
10644234644484533860,3084934887948631460,Undirected,129,,,1.0
5944846771275266922,15428066354457734717,Undirected,130,,,1.0
5944846771275266922,8772528148775151971,Undirected,131,,,1.0
5944846771275266922,7396721722075059075,Undirected,132,,,1.0
2512945220375168712,8871044855888056601,Undirected,133,,,1.0
6634487601184556235,8871044855888056601,Undirected,134,,,1.0
3985838235811532648,6144676327891303155,Undirected,135,,,1.0
12770360719932668987,11382260003990313531,Undirected,136,,,1.0
12770360719932668987,3084934887948631460,Undirected,137,,,1.0
12770360719932668987,16647881414027553701,Undirected,138,,,1.0
5391997511119663144,6008656881671985718,Undirected,139,,,1.0
5391997511119663144,13680611543270702414,Undirected,140,,,1.0
5391997511119663144,9232187782022801974,Undirected,141,,,1.0
5391997511119663144,10683889749666032937,Undirected,142,,,1.0
5391997511119663144,4395289040516003734,Undirected,143,,,1.0
5391997511119663144,18014356636178447541,Undirected,144,,,1.0
5391997511119663144,3625220432578047685,Undirected,145,,,1.0
5391997511119663144,344361574160974581,Undirected,146,,,1.0
5391997511119663144,10457394610154757962,Undirected,147,,,1.0
5391997511119663144,15989600791881715541,Undirected,148,,,1.0
5391997511119663144,12559188753565412794,Undirected,149,,,1.0
5391997511119663144,GVqCTv3Tno4J,Undirected,150,,,1.0
5391997511119663144,RwLCVfZbQHgJ,Undirected,151,,,1.0
5391997511119663144,18316173938457523576,Undirected,152,,,1.0
5391997511119663144,e9NiX_kH-rEJ,Undirected,153,,,1.0
5391997511119663144,10150346605432894592,Undirected,154,,,1.0
5391997511119663144,lBgvdAHd8HoJ,Undirected,155,,,1.0
5391997511119663144,iARFhIrxN04J,Undirected,156,,,1.0
5391997511119663144,4Xm7j-1MmwUJ,Undirected,157,,,1.0
5391997511119663144,6348177789335667312,Undirected,158,,,1.0
5391997511119663144,7549931035263924296,Undirected,159,,,1.0
5391997511119663144,11418927758183890669,Undirected,160,,,1.0
5391997511119663144,3080741033740409085,Undirected,161,,,1.0
6008656881671985718,2636777366644867070,Undirected,162,,,1.0
6008656881671985718,3080741033740409085,Undirected,163,,,1.0
6008656881671985718,14650143491049723007,Undirected,164,,,1.0
6008656881671985718,1372610504230943008,Undirected,165,,,1.0
6008656881671985718,17830943223366965140,Undirected,166,,,1.0
6008656881671985718,2114672073678351092,Undirected,167,,,1.0
6008656881671985718,16634011478606718563,Undirected,168,,,1.0
6008656881671985718,ohwRK2nA7coJ,Undirected,169,,,1.0
6008656881671985718,Bw5DLz-YSbUJ,Undirected,170,,,1.0
6008656881671985718,15649871014149260168,Undirected,171,,,1.0
6008656881671985718,9QX3ViqMGxEJ,Undirected,172,,,1.0
6008656881671985718,G0txd7spv-MJ,Undirected,173,,,1.0
13680611543270702414,14737323266640254239,Undirected,174,,,1.0
13680611543270702414,2007077440857161272,Undirected,175,,,1.0
13680611543270702414,2251997786203391910,Undirected,176,,,1.0
13680611543270702414,zdXr5CLRJYgJ,Undirected,177,,,1.0
13680611543270702414,13954172459060659834,Undirected,178,,,1.0
9232187782022801974,15428066354457734717,Undirected,179,,,1.0
9232187782022801974,5416306246452258760,Undirected,180,,,1.0
344361574160974581,13156842721672657106,Undirected,181,,,1.0
RwLCVfZbQHgJ,6886847082725948963,Undirected,182,,,1.0
iARFhIrxN04J,14737323266640254239,Undirected,183,,,1.0
18027384967486251846,13352634393863275877,Undirected,184,,,1.0
18027384967486251846,4525273661424442133,Undirected,185,,,1.0
18027384967486251846,18041550377195075615,Undirected,186,,,1.0
18027384967486251846,1850799375123583731,Undirected,187,,,1.0
18027384967486251846,8287075834921335267,Undirected,188,,,1.0
18027384967486251846,15253366354067416713,Undirected,189,,,1.0
18027384967486251846,14145837521619891291,Undirected,190,,,1.0
18027384967486251846,17427613118907436097,Undirected,191,,,1.0
18027384967486251846,606017294885872119,Undirected,192,,,1.0
18027384967486251846,248511150641997582,Undirected,193,,,1.0
18027384967486251846,11168372561969552458,Undirected,194,,,1.0
18027384967486251846,18000083614109908118,Undirected,195,,,1.0
18027384967486251846,11122906165091967947,Undirected,196,,,1.0
18027384967486251846,15168048893439504654,Undirected,197,,,1.0
18027384967486251846,Ogz3B8V9M80J,Undirected,198,,,1.0
18027384967486251846,17899086343176858487,Undirected,199,,,1.0
18027384967486251846,14331636836166731774,Undirected,200,,,1.0
18027384967486251846,-oKNOZFWmwgJ,Undirected,201,,,1.0
18027384967486251846,1322777300364622197,Undirected,202,,,1.0
18027384967486251846,17111166523651811623,Undirected,203,,,1.0
18027384967486251846,5246455310253530805,Undirected,204,,,1.0
18027384967486251846,7334586657259930096,Undirected,205,,,1.0
18041550377195075615,11724124678098060898,Undirected,206,,,1.0
18041550377195075615,2230443854846916484,Undirected,207,,,1.0
18041550377195075615,8883749135422587769,Undirected,208,,,1.0
18041550377195075615,1880756115960519462,Undirected,209,,,1.0
18041550377195075615,3770330694927890051,Undirected,210,,,1.0
18041550377195075615,10099874079701779111,Undirected,211,,,1.0
18041550377195075615,8739786241281410911,Undirected,212,,,1.0
18041550377195075615,9175271311964132703,Undirected,213,,,1.0
18041550377195075615,14158078481724699368,Undirected,214,,,1.0
18041550377195075615,12239342786977319642,Undirected,215,,,1.0
18041550377195075615,n_rPFXEj3AgJ,Undirected,216,,,1.0
18041550377195075615,3359197006129030655,Undirected,217,,,1.0
18041550377195075615,7774335439472681718,Undirected,218,,,1.0
18041550377195075615,11514599364077125683,Undirected,219,,,1.0
18041550377195075615,5872216908211575915,Undirected,220,,,1.0
18041550377195075615,15469675357226320040,Undirected,221,,,1.0
18041550377195075615,a-o4sQh9gUMJ,Undirected,222,,,1.0
18041550377195075615,sOALyfl9BI4J,Undirected,223,,,1.0
18041550377195075615,17583439497753864711,Undirected,224,,,1.0
18041550377195075615,743866671585726032,Undirected,225,,,1.0
18041550377195075615,6348177789335667312,Undirected,226,,,1.0
18041550377195075615,11418927758183890669,Undirected,227,,,1.0
1850799375123583731,4494481534325517470,Undirected,228,,,1.0
1850799375123583731,1597913081692856036,Undirected,229,,,1.0
1850799375123583731,9339412730089988619,Undirected,230,,,1.0
1850799375123583731,4135698391873125455,Undirected,231,,,1.0
1850799375123583731,15581715390365199052,Undirected,232,,,1.0
1850799375123583731,248511150641997582,Undirected,233,,,1.0
1850799375123583731,11682719317725256203,Undirected,234,,,1.0
1850799375123583731,14125057702216251990,Undirected,235,,,1.0
1850799375123583731,Ogz3B8V9M80J,Undirected,236,,,1.0
1850799375123583731,72625702728338606,Undirected,237,,,1.0
1850799375123583731,8SAfJnjEPXcJ,Undirected,238,,,1.0
1850799375123583731,2DELYN6DrrIJ,Undirected,239,,,1.0
1850799375123583731,4991562657521649892,Undirected,240,,,1.0
1850799375123583731,17503965377722169822,Undirected,241,,,1.0
1850799375123583731,2736045146285915940,Undirected,242,,,1.0
1850799375123583731,13572369194635253793,Undirected,243,,,1.0
1850799375123583731,v_Jml9GgBaAJ,Undirected,244,,,1.0
1850799375123583731,11784037141942474214,Undirected,245,,,1.0
1850799375123583731,15925039880887490435,Undirected,246,,,1.0
1850799375123583731,3462481223226334832,Undirected,247,,,1.0
1850799375123583731,5246455310253530805,Undirected,248,,,1.0
1850799375123583731,7334586657259930096,Undirected,249,,,1.0
14737323266640254239,13031401179234735795,Undirected,250,,,1.0
14737323266640254239,2609480743092093373,Undirected,251,,,1.0
14737323266640254239,6814341288719060738,Undirected,252,,,1.0
14737323266640254239,2676647111783569311,Undirected,253,,,1.0
14737323266640254239,9065745554007594385,Undirected,254,,,1.0
14737323266640254239,PY2BIse0W6MJ,Undirected,255,,,1.0
14737323266640254239,4877260382590664089,Undirected,256,,,1.0
14737323266640254239,13474070319692517750,Undirected,257,,,1.0
14737323266640254239,9688029233531780797,Undirected,258,,,1.0
14737323266640254239,391337947409775729,Undirected,259,,,1.0
14737323266640254239,10593532760864532953,Undirected,260,,,1.0
14737323266640254239,GQnhTUu4sS4J,Undirected,261,,,1.0
14737323266640254239,4873444597206342916,Undirected,262,,,1.0
14737323266640254239,1067792458482956225,Undirected,263,,,1.0
14737323266640254239,qwh7dgS-zGcJ,Undirected,264,,,1.0
14737323266640254239,n7Cfmb7L254J,Undirected,265,,,1.0
14737323266640254239,1635961038857671419,Undirected,266,,,1.0
14737323266640254239,14169706109037225952,Undirected,267,,,1.0
13031401179234735795,2007077440857161272,Undirected,268,,,1.0
13031401179234735795,7544462997285519501,Undirected,269,,,1.0
13031401179234735795,7394922960287205447,Undirected,270,,,1.0
13031401179234735795,7467765770432368358,Undirected,271,,,1.0
13031401179234735795,14190343933802446802,Undirected,272,,,1.0
13031401179234735795,rUGZEHC2MEQJ,Undirected,273,,,1.0
13031401179234735795,jD2mWna79wwJ,Undirected,274,,,1.0
13031401179234735795,oeqifpT5YcoJ,Undirected,275,,,1.0
13031401179234735795,VWiIlznMEFwJ,Undirected,276,,,1.0
13031401179234735795,17894842745878198081,Undirected,277,,,1.0
13031401179234735795,Afu6to95JFgJ,Undirected,278,,,1.0
13031401179234735795,4449378541829266738,Undirected,279,,,1.0
13031401179234735795,18055598532227813197,Undirected,280,,,1.0
13031401179234735795,X7N5-etJiLcJ,Undirected,281,,,1.0
13031401179234735795,Eud8T2xAcpoJ,Undirected,282,,,1.0
13031401179234735795,ODOo58UXPYwJ,Undirected,283,,,1.0
2609480743092093373,2007077440857161272,Undirected,284,,,1.0
2609480743092093373,2844999435629606964,Undirected,285,,,1.0
2609480743092093373,15124197061691024093,Undirected,286,,,1.0
2609480743092093373,12918442026764115746,Undirected,287,,,1.0
2609480743092093373,FyFuL7v6ag8J,Undirected,288,,,1.0
2609480743092093373,WZDObEBbl1wJ,Undirected,289,,,1.0
2609480743092093373,DiSd00IUwqYJ,Undirected,290,,,1.0
2609480743092093373,MNz88zlOQzgJ,Undirected,291,,,1.0
2609480743092093373,6299945183915475516,Undirected,292,,,1.0
2609480743092093373,7aEebZwq_GQJ,Undirected,293,,,1.0
2609480743092093373,4_XXtNWhjmIJ,Undirected,294,,,1.0
2676647111783569311,2007077440857161272,Undirected,295,,,1.0
2676647111783569311,1067792458482956225,Undirected,296,,,1.0
2676647111783569311,ne7i4sceYmkJ,Undirected,297,,,1.0
2676647111783569311,2zJM4b8D86sJ,Undirected,298,,,1.0
2676647111783569311,11208729103038692800,Undirected,299,,,1.0
13474070319692517750,11382260003990313531,Undirected,300,,,1.0
16509191898847050159,16324464641555871748,Undirected,301,,,1.0
16509191898847050159,10891249376749098171,Undirected,302,,,1.0
16509191898847050159,6474764978317467226,Undirected,303,,,1.0
16509191898847050159,7945699358902344583,Undirected,304,,,1.0
16509191898847050159,1880756115960519462,Undirected,305,,,1.0
16509191898847050159,1147645387527056858,Undirected,306,,,1.0
16509191898847050159,3810054241268703138,Undirected,307,,,1.0
16509191898847050159,Dz72Ki-1-FIJ,Undirected,308,,,1.0
16509191898847050159,4845655621308876700,Undirected,309,,,1.0
16509191898847050159,GHv3PpbIgHsJ,Undirected,310,,,1.0
16509191898847050159,6577149331461770403,Undirected,311,,,1.0
16509191898847050159,15294163944188050993,Undirected,312,,,1.0
16509191898847050159,3910145516888714038,Undirected,313,,,1.0
16509191898847050159,RronriWkTUYJ,Undirected,314,,,1.0
16509191898847050159,bkHntnPSbaIJ,Undirected,315,,,1.0
16509191898847050159,sg-Ct7OCBwwJ,Undirected,316,,,1.0
16509191898847050159,14012947185642865210,Undirected,317,,,1.0
16509191898847050159,12032772399547138128,Undirected,318,,,1.0
16509191898847050159,zE46uy0szdkJ,Undirected,319,,,1.0
16509191898847050159,398067506741365752,Undirected,320,,,1.0
16509191898847050159,15428066354457734717,Undirected,321,,,1.0
16509191898847050159,5660840818071821549,Undirected,322,,,1.0
16509191898847050159,11418927758183890669,Undirected,323,,,1.0
16509191898847050159,416431383207476080,Undirected,324,,,1.0
16509191898847050159,4744308593381762283,Undirected,325,,,1.0
16509191898847050159,7334586657259930096,Undirected,326,,,1.0
6474764978317467226,5936343481408631194,Undirected,327,,,1.0
7945699358902344583,2607977197228111344,Undirected,328,,,1.0
7945699358902344583,11208729103038692800,Undirected,329,,,1.0
1880756115960519462,5936343481408631194,Undirected,330,,,1.0
4845655621308876700,2607977197228111344,Undirected,331,,,1.0
6577149331461770403,4273144729754290623,Undirected,332,,,1.0
RronriWkTUYJ,8906257254386676899,Undirected,333,,,1.0
11382260003990313531,15013567665736506560,Undirected,334,,,1.0
11382260003990313531,12204318070236172113,Undirected,335,,,1.0
11382260003990313531,14752093530512346855,Undirected,336,,,1.0
11382260003990313531,2620681661449067108,Undirected,337,,,1.0
11382260003990313531,14529639980175718186,Undirected,338,,,1.0
11382260003990313531,17752619788938991045,Undirected,339,,,1.0
11382260003990313531,12215500851250396559,Undirected,340,,,1.0
11382260003990313531,18335111942278124410,Undirected,341,,,1.0
11382260003990313531,QyyBAAeMgMIJ,Undirected,342,,,1.0
11382260003990313531,16989625785312341554,Undirected,343,,,1.0
11382260003990313531,13785444831054219125,Undirected,344,,,1.0
11382260003990313531,7J4nEq09j0kJ,Undirected,345,,,1.0
11382260003990313531,3197789102952024583,Undirected,346,,,1.0
11382260003990313531,15589006671060055280,Undirected,347,,,1.0
11382260003990313531,11899527238665214691,Undirected,348,,,1.0
11382260003990313531,6926245136281953034,Undirected,349,,,1.0
11382260003990313531,9612133039012013881,Undirected,350,,,1.0
11382260003990313531,4596572356941326192,Undirected,351,,,1.0
11382260003990313531,14666401476808431612,Undirected,352,,,1.0
15013567665736506560,14169706109037225952,Undirected,353,,,1.0
15013567665736506560,16501026531707351171,Undirected,354,,,1.0
15013567665736506560,10157382160667723103,Undirected,355,,,1.0
15013567665736506560,5510181483954098639,Undirected,356,,,1.0
15013567665736506560,9642298325205998246,Undirected,357,,,1.0
15013567665736506560,9662432085844239447,Undirected,358,,,1.0
15013567665736506560,11978434175473347059,Undirected,359,,,1.0
15013567665736506560,8xQENesDcXgJ,Undirected,360,,,1.0
15013567665736506560,2113324198372528011,Undirected,361,,,1.0
15013567665736506560,9677459822832433824,Undirected,362,,,1.0
15013567665736506560,4900720248084481422,Undirected,363,,,1.0
15013567665736506560,5012593792717042045,Undirected,364,,,1.0
12204318070236172113,5836572997130778056,Undirected,365,,,1.0
2620681661449067108,2636777366644867070,Undirected,366,,,1.0
2620681661449067108,5172555326237302875,Undirected,367,,,1.0
2620681661449067108,5536104453108297757,Undirected,368,,,1.0
11724124678098060898,11418927758183890669,Undirected,369,,,1.0
11724124678098060898,1347202279224968324,Undirected,370,,,1.0
11724124678098060898,592687790956997130,Undirected,371,,,1.0
11724124678098060898,1749605110810676137,Undirected,372,,,1.0
11724124678098060898,8883749135422587769,Undirected,373,,,1.0
11724124678098060898,18409215780298590108,Undirected,374,,,1.0
11724124678098060898,10099874079701779111,Undirected,375,,,1.0
11724124678098060898,15972533974521377804,Undirected,376,,,1.0
11724124678098060898,16514173919890731455,Undirected,377,,,1.0
11724124678098060898,5149638272913584557,Undirected,378,,,1.0
11724124678098060898,jJr5GpG7iRYJ,Undirected,379,,,1.0
11724124678098060898,5272796917276446616,Undirected,380,,,1.0
11724124678098060898,Rf80Ko25MAUJ,Undirected,381,,,1.0
11724124678098060898,VjCjOeCZchYJ,Undirected,382,,,1.0
11724124678098060898,15409380247913217406,Undirected,383,,,1.0
11724124678098060898,jhnYcVxOsgoJ,Undirected,384,,,1.0
11724124678098060898,VQTjq_wDfDkJ,Undirected,385,,,1.0
11724124678098060898,HiPTx_NonucJ,Undirected,386,,,1.0
11724124678098060898,37jt5irocdAJ,Undirected,387,,,1.0
11724124678098060898,8KhM88HM9NEJ,Undirected,388,,,1.0
8883749135422587769,416431383207476080,Undirected,389,,,1.0
8883749135422587769,8871044855888056601,Undirected,390,,,1.0
2607977197228111344,9223245872291581821,Undirected,391,,,1.0
2607977197228111344,14083509823902736328,Undirected,392,,,1.0
2607977197228111344,5416199588136651093,Undirected,393,,,1.0
2607977197228111344,15765112954001007857,Undirected,394,,,1.0
2607977197228111344,13246212350812005656,Undirected,395,,,1.0
2607977197228111344,rpYOtey5OHkJ,Undirected,396,,,1.0
2607977197228111344,16354609655250732012,Undirected,397,,,1.0
2607977197228111344,DkuCwdCvsyUJ,Undirected,398,,,1.0
2607977197228111344,3518282580600164408,Undirected,399,,,1.0
2607977197228111344,8765508813032165249,Undirected,400,,,1.0
2607977197228111344,2FnPXbXZCeIJ,Undirected,401,,,1.0
2607977197228111344,aTMczL4u2PQJ,Undirected,402,,,1.0
2607977197228111344,AFJE7tRxGYsJ,Undirected,403,,,1.0
2607977197228111344,5660840818071821549,Undirected,404,,,1.0
2607977197228111344,6335714865104237592,Undirected,405,,,1.0
2607977197228111344,11208729103038692800,Undirected,406,,,1.0
9223245872291581821,13890742459255153579,Undirected,407,,,1.0
14083509823902736328,5660840818071821549,Undirected,408,,,1.0
14083509823902736328,11208729103038692800,Undirected,409,,,1.0
aTMczL4u2PQJ,16117050291843574846,Undirected,410,,,1.0
13140325566297463896,3084934887948631460,Undirected,411,,,1.0
4273144729754290623,2062294738636579444,Undirected,412,,,1.0
4273144729754290623,15830869485938233051,Undirected,413,,,1.0
4273144729754290623,2814598374410440477,Undirected,414,,,1.0
4273144729754290623,4250887074454296456,Undirected,415,,,1.0
4273144729754290623,7629226416790373372,Undirected,416,,,1.0
4273144729754290623,12951876049827219142,Undirected,417,,,1.0
4273144729754290623,PCP_Xl_yLxsJ,Undirected,418,,,1.0
4273144729754290623,17689336488823714101,Undirected,419,,,1.0
4273144729754290623,Ent5jkbxuvcJ,Undirected,420,,,1.0
4273144729754290623,11418927758183890669,Undirected,421,,,1.0
4250887074454296456,5936343481408631194,Undirected,422,,,1.0
11914394199787612404,9784962628970012500,Undirected,423,,,1.0
11914394199787612404,17111474658781003265,Undirected,424,,,1.0
11914394199787612404,5504196871511470186,Undirected,425,,,1.0
11914394199787612404,13008435098688693880,Undirected,426,,,1.0
11914394199787612404,12952995989752443694,Undirected,427,,,1.0
11914394199787612404,8020341548405053805,Undirected,428,,,1.0
11914394199787612404,1559011691434592260,Undirected,429,,,1.0
11914394199787612404,15488113317470759847,Undirected,430,,,1.0
11914394199787612404,14247198185060036586,Undirected,431,,,1.0
11914394199787612404,2719551867227327768,Undirected,432,,,1.0
11914394199787612404,6348177789335667312,Undirected,433,,,1.0
11914394199787612404,3080741033740409085,Undirected,434,,,1.0
9784962628970012500,2636777366644867070,Undirected,435,,,1.0
17111474658781003265,2636777366644867070,Undirected,436,,,1.0
17111474658781003265,13156842721672657106,Undirected,437,,,1.0
5504196871511470186,15428066354457734717,Undirected,438,,,1.0
12952995989752443694,8871044855888056601,Undirected,439,,,1.0
753859762270217976,9711357910080156892,Undirected,440,,,1.0
753859762270217976,11999793786798697927,Undirected,441,,,1.0
753859762270217976,2369654109177007419,Undirected,442,,,1.0
753859762270217976,6847191529448009328,Undirected,443,,,1.0
753859762270217976,9119649892638722313,Undirected,444,,,1.0
753859762270217976,GJovaHqpVfoJ,Undirected,445,,,1.0
753859762270217976,14068877090722297229,Undirected,446,,,1.0
753859762270217976,378640338310027315,Undirected,447,,,1.0
753859762270217976,6667256592734570548,Undirected,448,,,1.0
753859762270217976,HhiF60eySOgJ,Undirected,449,,,1.0
8687980360617423592,1280933691699706397,Undirected,450,,,1.0
8687980360617423592,3683953483726948694,Undirected,451,,,1.0
8687980360617423592,7815173217091472747,Undirected,452,,,1.0
8687980360617423592,10279180792454700153,Undirected,453,,,1.0
8687980360617423592,Gu08CzYAWD0J,Undirected,454,,,1.0
8687980360617423592,hDPGKdlGC8kJ,Undirected,455,,,1.0
8687980360617423592,1549471216581388207,Undirected,456,,,1.0
8687980360617423592,15206712558102854239,Undirected,457,,,1.0
8687980360617423592,5772148939976914062,Undirected,458,,,1.0
8687980360617423592,16921822112209753283,Undirected,459,,,1.0
3683953483726948694,416431383207476080,Undirected,460,,,1.0
3683953483726948694,8871044855888056601,Undirected,461,,,1.0
10279180792454700153,14666401476808431612,Undirected,462,,,1.0
4298843519429772729,15545383902422920995,Undirected,463,,,1.0
4298843519429772729,15933538488678315963,Undirected,464,,,1.0
